FLOWER_UNIQUE_ID,SITE,SITE_TREATMENT,POT_NUMBER,PLANT_NUMBER,FLOWER_TREATMENT,SEEDS_PRODUCED,BOTH_FLOWERS_OPEN_AND_POLLEN_APPLIED,BOTH_CAPSULES_RECOVERED,COUNT_NOTES,PL,PL_INDEX,DATE_PLACED_AT_SITE,DATE_RETURNED,DATE_FLOWER_OPEN_CONFIRMED,DATE_POLLEN_APPLIED,TREATMENT_NOTES
405,moberly,control,51,3,control,59,Y,N,NA,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,7.1.2022,NA,NA
406,moberly,control,51,3,treatment,NA,Y,N,no packet,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
407,moberly,control,51,4,control,106,Y,Y,NA,0.036363636,0.963636364,6.30.2022,7.7.2022,7.1.2022,NA,NA
408,moberly,control,51,4,treatment,110,Y,Y,NA,0.036363636,0.963636364,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
409,moberly,control,52,1,control,29,Y,Y,NA,0.691489362,0.308510638,6.30.2022,7.7.2022,7.5.2022,NA,NA
410,moberly,control,52,1,treatment,94,Y,Y,NA,0.691489362,0.308510638,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
411,moberly,control,52,2,control,59,Y,Y,NA,0.280487805,0.719512195,6.30.2022,7.7.2022,7.5.2022,NA,NA
412,moberly,control,52,2,treatment,82,Y,Y,NA,0.280487805,0.719512195,6.30.2022,7.7.2022,7.1.2022,7.1.2022,NA
413,moberly,control,52,3,control,109,Y,Y,NA,-0.211111111,1.211111111,6.30.2022,7.7.2022,7.5.2022,NA,NA
414,moberly,control,52,3,treatment,90,Y,Y,NA,-0.211111111,1.211111111,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
415,moberly,control,52,4,control,39,Y,Y,NA,0.434782609,0.565217391,6.30.2022,7.7.2022,7.5.2022,NA,NA
416,moberly,control,52,4,treatment,69,Y,Y,NA,0.434782609,0.565217391,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
417,moberly,control,53,1,control,16,Y,Y,NA,0.813953488,0.186046512,6.30.2022,7.7.2022,7.1.2022,NA,NA
418,moberly,control,53,1,treatment,86,Y,Y,NA,0.813953488,0.186046512,6.30.2022,7.7.2022,7.1.2022,7.1.2022,NA
419,moberly,control,53,2,control,58,Y,Y,NA,-0.526315789,1.526315789,6.30.2022,7.7.2022,7.5.2022,NA,NA
420,moberly,control,53,2,treatment,38,Y,Y,NA,-0.526315789,1.526315789,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
421,moberly,control,53,3,control,93,Y,Y,NA,-0.033333333,1.033333333,6.30.2022,7.7.2022,7.5.2022,NA,NA
422,moberly,control,53,3,treatment,90,Y,Y,NA,-0.033333333,1.033333333,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
423,moberly,control,53,4,control,52,Y,Y,NA,0.446808511,0.553191489,6.30.2022,7.7.2022,7.1.2022,NA,NA
424,moberly,control,53,4,treatment,94,Y,Y,NA,0.446808511,0.553191489,6.30.2022,7.7.2022,7.1.2022,7.1.2022,NA
425,moberly,control,54,1,control,56,N,Y,NA,-0.142857143,1.142857143,6.30.2022,7.7.2022,NA,NA,NA
426,moberly,control,54,1,treatment,49,N,Y,NA,-0.142857143,1.142857143,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
427,moberly,control,54,2,control,56,Y,Y,NA,-0.513513514,1.513513514,6.30.2022,7.7.2022,7.1.2022,NA,NA
428,moberly,control,54,2,treatment,37,Y,Y,NA,-0.513513514,1.513513514,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
429,moberly,control,54,3,control,98,Y,Y,NA,-1,2,6.30.2022,7.7.2022,7.5.2022,NA,NA
430,moberly,control,54,3,treatment,49,Y,Y,NA,-1,2,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
431,moberly,control,54,4,control,103,Y,Y,NA,-1.019607843,2.019607843,6.30.2022,7.7.2022,7.5.2022,NA,NA
432,moberly,control,54,4,treatment,51,Y,Y,NA,-1.019607843,2.019607843,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
433,kensington,control,55,1,control,12,Y,Y,NA,0.887850467,0.112149533,6.30.2022,7.7.2022,7.5.2022,NA,NA
434,kensington,control,55,1,treatment,107,Y,Y,NA,0.887850467,0.112149533,6.30.2022,7.7.2022,7.7.2022,7.7.2022,NA
435,kensington,control,55,2,control,2,Y,Y,NA,0.975308642,0.024691358,6.30.2022,7.7.2022,7.5.2022,NA,NA
436,kensington,control,55,2,treatment,81,Y,Y,NA,0.975308642,0.024691358,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
437,kensington,control,55,3,control,66,Y,Y,NA,0.388888889,0.611111111,6.30.2022,7.7.2022,7.5.2022,NA,NA
438,kensington,control,55,3,treatment,108,Y,Y,NA,0.388888889,0.611111111,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
439,kensington,control,55,4,control,29,Y,Y,NA,0.712871287,0.287128713,6.30.2022,7.7.2022,7.5.2022,NA,NA
440,kensington,control,55,4,treatment,101,Y,Y,NA,0.712871287,0.287128713,6.30.2022,7.7.2022,7.1.2022,7.1.2022,NA
441,kensington,control,56,1,control,29,Y,Y,NA,0.49122807,0.50877193,6.30.2022,7.7.2022,7.5.2022,NA,NA
442,kensington,control,56,1,treatment,57,Y,Y,NA,0.49122807,0.50877193,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
443,kensington,control,56,2,control,0,Y,Y,NA,1,0,6.30.2022,7.7.2022,7.5.2022,NA,NA
444,kensington,control,56,2,treatment,72,Y,Y,NA,1,0,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
445,kensington,control,56,3,control,12,Y,Y,NA,0.87628866,0.12371134,6.30.2022,7.7.2022,7.5.2022,NA,NA
446,kensington,control,56,3,treatment,97,Y,Y,NA,0.87628866,0.12371134,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
447,kensington,control,56,4,control,95,Y,N,NA,-0.484375,1.484375,6.30.2022,7.7.2022,7.5.2022,NA,NA
448,kensington,control,56,4,treatment,64,Y,N,seed pod split before collection,-0.484375,1.484375,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
449,kensington,control,57,1,control,68,Y,Y,NA,0.081081081,0.918918919,6.30.2022,7.7.2022,7.5.2022,NA,NA
450,kensington,control,57,1,treatment,74,Y,Y,NA,0.081081081,0.918918919,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
451,kensington,control,57,2,control,13,Y,Y,NA,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,7.5.2022,NA,NA
452,kensington,control,57,2,treatment,0,Y,Y,NA,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
453,kensington,control,57,3,control,1,Y,Y,NA,0.989473684,0.010526316,6.30.2022,7.7.2022,7.5.2022,NA,NA
454,kensington,control,57,3,treatment,95,Y,Y,NA,0.989473684,0.010526316,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
455,kensington,control,57,4,control,21,Y,Y,NA,0.716216216,0.283783784,6.30.2022,7.7.2022,7.5.2022,NA,NA
456,kensington,control,57,4,treatment,74,Y,Y,NA,0.716216216,0.283783784,6.30.2022,7.7.2022,7.1.2022,7.1.2022,NA
457,kensington,control,58,1,control,12,Y,Y,NA,0.896551724,0.103448276,6.30.2022,7.7.2022,7.5.2022,NA,NA
458,kensington,control,58,1,treatment,116,Y,Y,NA,0.896551724,0.103448276,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
459,kensington,control,58,2,control,109,Y,Y,NA,-2.516129032,3.516129032,6.30.2022,7.7.2022,7.1.2022,NA,NA
460,kensington,control,58,2,treatment,31,Y,Y,NA,-2.516129032,3.516129032,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
461,kensington,control,58,3,control,16,Y,Y,NA,0.76119403,0.23880597,6.30.2022,7.7.2022,7.5.2022,NA,NA
462,kensington,control,58,3,treatment,67,Y,Y,NA,0.76119403,0.23880597,6.30.2022,7.7.2022,7.1.2022,7.1.2022,NA
463,kensington,control,58,4,control,0,Y,Y,NA,1,0,6.30.2022,7.7.2022,7.5.2022,NA,NA
464,kensington,control,58,4,treatment,85,Y,Y,NA,1,0,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
465,kensington,control,59,1,control,22,N,Y,NA,-1.75,2.75,6.30.2022,7.7.2022,NA,NA,NA
466,kensington,control,59,1,treatment,8,N,Y,NA,-1.75,2.75,6.30.2022,7.7.2022,NA,NA,NA
467,kensington,control,59,2,control,NA,N,N,no packet,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,NA,NA,NA
468,kensington,control,59,2,treatment,NA,N,N,no packet,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,NA,NA,NA
469,kensington,control,59,3,control,44,Y,Y,NA,0.301587302,0.698412698,6.30.2022,7.7.2022,7.5.2022,NA,NA
470,kensington,control,59,3,treatment,63,Y,Y,NA,0.301587302,0.698412698,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
471,kensington,control,59,4,control,0,Y,Y,NA,1,0,6.30.2022,7.7.2022,7.5.2022,NA,NA
472,kensington,control,59,4,treatment,37,Y,Y,NA,1,0,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
473,kensington,control,60,1,control,21,N,Y,NA,0.752941176,0.247058824,6.30.2022,7.7.2022,7.5.2022,NA,NA
474,kensington,control,60,1,treatment,85,N,Y,NA,0.752941176,0.247058824,6.30.2022,7.7.2022,7.5.2022,NA,PLANT STEM BROKE
475,kensington,control,60,2,control,1,Y,Y,NA,0.99137931,0.00862069,6.30.2022,7.7.2022,7.1.2022,NA,NA
476,kensington,control,60,2,treatment,116,Y,Y,NA,0.99137931,0.00862069,6.30.2022,7.7.2022,7.8.2022,7.8.2022,NA
477,kensington,control,60,3,control,27,Y,Y,NA,0.597014925,0.402985075,6.30.2022,7.7.2022,7.5.2022,NA,NA
478,kensington,control,60,3,treatment,67,Y,Y,NA,0.597014925,0.402985075,6.30.2022,7.7.2022,7.5.2022,7.5.2022,NA
479,kensington,control,60,4,control,74,Y,Y,NA,0.426356589,0.573643411,6.30.2022,7.7.2022,7.5.2022,NA,NA
480,kensington,control,60,4,treatment,129,Y,Y,NA,0.426356589,0.573643411,6.30.2022,7.7.2022,7.9.2022,7.9.2022,"ORIGNINAL 4T SPLIT, CHOOSE NEW TREAT FLOWER"
481,killarney,treatment,61,1,control,28,Y,Y,NA,0.391304348,0.608695652,6.30.2022,7.7.2022,7.1.2022,NA,NA
482,killarney,treatment,61,1,treatment,46,Y,Y,NA,0.391304348,0.608695652,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
483,killarney,treatment,61,2,control,4,Y,Y,NA,0.945205479,0.054794521,6.30.2022,7.7.2022,7.6.2022,NA,NA
484,killarney,treatment,61,2,treatment,73,Y,Y,NA,0.945205479,0.054794521,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
485,killarney,treatment,61,3,control,1,Y,Y,NA,0.990566038,0.009433962,6.30.2022,7.7.2022,7.1.2022,NA,NA
486,killarney,treatment,61,3,treatment,106,Y,Y,NA,0.990566038,0.009433962,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
487,killarney,treatment,61,4,control,112,Y,Y,NA,-0.317647059,1.317647059,6.30.2022,7.7.2022,7.6.2022,NA,NA
488,killarney,treatment,61,4,treatment,85,Y,Y,NA,-0.317647059,1.317647059,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
489,killarney,treatment,62,1,control,32,Y,Y,NA,0.632183908,0.367816092,6.30.2022,7.7.2022,7.1.2022,NA,NA
490,killarney,treatment,62,1,treatment,87,Y,Y,NA,0.632183908,0.367816092,6.30.2022,7.7.2022,7.1.2022,7.1.2022,NA
491,killarney,treatment,62,2,control,94,Y,Y,NA,0.030927835,0.969072165,6.30.2022,7.7.2022,7.1.2022,NA,NA
492,killarney,treatment,62,2,treatment,97,Y,Y,NA,0.030927835,0.969072165,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
493,killarney,treatment,62,3,control,63,Y,Y,NA,0.202531646,0.797468354,6.30.2022,7.7.2022,7.6.2022,NA,NA
494,killarney,treatment,62,3,treatment,79,Y,Y,NA,0.202531646,0.797468354,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
495,killarney,treatment,62,4,control,44,Y,Y,NA,0.352941176,0.647058824,6.30.2022,7.7.2022,7.6.2022,NA,NA
496,killarney,treatment,62,4,treatment,68,Y,Y,NA,0.352941176,0.647058824,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
497,killarney,treatment,63,1,control,106,Y,Y,NA,-3.818181818,4.818181818,6.30.2022,7.7.2022,7.6.2022,NA,NA
498,killarney,treatment,63,1,treatment,22,Y,Y,NA,-3.818181818,4.818181818,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
499,killarney,treatment,63,2,control,2,Y,N,NA,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,7.6.2022,NA,NA
500,killarney,treatment,63,2,treatment,NA,Y,N,no packet,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,7.1.2022,7.1.2022,NA
501,killarney,treatment,63,3,control,0,Y,Y,seed pod split before collection,1,0,6.30.2022,7.7.2022,7.6.2022,NA,NA
502,killarney,treatment,63,3,treatment,7,Y,Y,NA,1,0,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
503,killarney,treatment,63,4,control,24,Y,Y,NA,0.489361702,0.510638298,6.30.2022,7.7.2022,7.6.2022,NA,NA
504,killarney,treatment,63,4,treatment,47,Y,Y,NA,0.489361702,0.510638298,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
505,killarney,treatment,64,1,control,26,Y,Y,NA,0.777777778,0.222222222,6.30.2022,7.7.2022,7.1.2022,NA,NA
506,killarney,treatment,64,1,treatment,117,Y,Y,NA,0.777777778,0.222222222,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
507,killarney,treatment,64,2,control,114,Y,N,NA,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,7.1.2022,NA,NA
508,killarney,treatment,64,2,treatment,NA,Y,N,no packet,#DIV/0!,#DIV/0!,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
509,killarney,treatment,64,3,control,33,Y,Y,NA,0.61627907,0.38372093,6.30.2022,7.7.2022,7.1.2022,NA,NA
510,killarney,treatment,64,3,treatment,86,Y,Y,NA,0.61627907,0.38372093,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
511,killarney,treatment,64,4,control,30,Y,Y,NA,0.032258065,0.967741935,6.30.2022,7.7.2022,7.6.2022,NA,NA
512,killarney,treatment,64,4,treatment,31,Y,Y,NA,0.032258065,0.967741935,6.30.2022,7.7.2022,7.1.2022,7.1.2022,NA
513,killarney,treatment,65,1,control,84,N,Y,NA,0.076923077,0.923076923,6.30.2022,7.7.2022,NA,NA,NA
514,killarney,treatment,65,1,treatment,91,N,Y,NA,0.076923077,0.923076923,6.30.2022,7.7.2022,NA,NA,NA
515,killarney,treatment,65,2,control,58,N,N,NA,-0.705882353,1.705882353,6.30.2022,7.7.2022,NA,NA,NA
516,killarney,treatment,65,2,treatment,34,N,N,seed pod split before collection,-0.705882353,1.705882353,6.30.2022,7.7.2022,NA,NA,NA
517,killarney,treatment,65,3,control,25,N,Y,NA,0.683544304,0.316455696,6.30.2022,7.7.2022,NA,NA,NA
518,killarney,treatment,65,3,treatment,79,N,Y,NA,0.683544304,0.316455696,6.30.2022,7.7.2022,NA,NA,NA
519,killarney,treatment,65,4,control,91,N,Y,NA,0.1875,0.8125,6.30.2022,7.7.2022,NA,NA,NA
520,killarney,treatment,65,4,treatment,112,N,Y,NA,0.1875,0.8125,6.30.2022,7.7.2022,NA,NA,NA
521,killarney,treatment,66,1,control,78,N,Y,NA,-5,6,6.30.2022,7.7.2022,NA,NA,NA
522,killarney,treatment,66,1,treatment,13,N,Y,NA,-5,6,6.30.2022,7.7.2022,NA,NA,NA
523,killarney,treatment,66,2,control,68,Y,Y,NA,0.2,0.8,6.30.2022,7.7.2022,7.6.2022,NA,NA
524,killarney,treatment,66,2,treatment,85,Y,Y,NA,0.2,0.8,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
525,killarney,treatment,66,3,control,38,Y,Y,NA,0.493333333,0.506666667,6.30.2022,7.7.2022,7.6.2022,NA,NA
526,killarney,treatment,66,3,treatment,75,Y,Y,NA,0.493333333,0.506666667,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
527,killarney,treatment,66,4,control,78,Y,Y,NA,0.113636364,0.886363636,6.30.2022,7.7.2022,7.1.2022,NA,NA
528,killarney,treatment,66,4,treatment,88,Y,Y,NA,0.113636364,0.886363636,6.30.2022,7.7.2022,7.6.2022,7.6.2022,NA
